companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
LMP Capital and Income Fund Inc. Common Stock,SCD,5/22/2024,6/03/2024,5/23/2024,0.113,1.356,2/20/2024
Western Asset Inflation-Linked Opportunities & Income Fund,WIW,5/22/2024,5/31/2024,5/23/2024,0.0605,0.726,2/20/2024
Macquarie First Trust Global Common Stock,MFD,5/22/2024,5/31/2024,5/23/2024,0.2,0.8,5/13/2024
abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,AWP,5/22/2024,5/31/2024,5/23/2024,0.04,0.48,5/09/2024
First Trust Specialty Finance and Financial Opportunities Fund,FGB,5/22/2024,5/31/2024,5/23/2024,0.1,0.4,5/13/2024
Discover Financial Services Common Stock,DFS,5/22/2024,6/06/2024,5/23/2024,0.7,2.8,4/17/2024
Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,FFC,5/22/2024,5/31/2024,5/23/2024,0.088,1.056,4/18/2024
Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,DFP,5/22/2024,5/31/2024,5/23/2024,0.1107,1.3284,4/18/2024
ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,EMO,5/22/2024,5/31/2024,5/23/2024,0.67,2.68,4/29/2024
Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,BSL,5/22/2024,5/31/2024,5/23/2024,0.114,1.368,3/11/2024
John Bean Technologies Corporation Common Stock,JBT,5/22/2024,6/06/2024,5/23/2024,0.1,0.4,5/10/2024
Western Asset Investment Grade Defined Opportunity Trust Inc. Common Stock,IGI,5/22/2024,6/03/2024,5/23/2024,0.07,0.84,2/20/2024
Western Asset Global Corporate Defined Opportunity Fund Inc.,GDO,5/22/2024,6/03/2024,5/23/2024,0.102,1.224,2/20/2024
Western Asset Mortgage Opportunity Fund Inc. Common Stock,DMO,5/22/2024,6/03/2024,5/23/2024,0.125,1.5,2/20/2024
Western Asset High Yield Defined Opportunity Fund Inc. Common Stock,HYI,5/22/2024,6/03/2024,5/23/2024,0.095,1.14,2/20/2024
abrdn Income Credit Strategies Fund Common Shares,ACP,5/22/2024,5/31/2024,5/23/2024,0.1,1.2,5/09/2024
Blackstone Long Short Credit Income Fund Common Shares,BGX,5/22/2024,5/31/2024,5/23/2024,0.105,1.26,3/11/2024
Apollo Senior Floating Rate Fund Inc. Common Stock,AFT,5/22/2024,5/31/2024,5/23/2024,0.14,1.68,5/10/2024
Marriott Vacations Worldwide Corporation Common Stock,VAC,5/22/2024,6/06/2024,5/23/2024,0.76,3.04,5/09/2024
BrandywineGLOBAL Global Income Opportunities Fund Inc.,BWG,5/22/2024,6/03/2024,5/23/2024,0.08,0.96,2/20/2024
ClearBridge MLP and Midstream Total Return Fund Inc. Common Stock,CTR,5/22/2024,5/31/2024,5/23/2024,0.7,2.8,4/29/2024
Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,BGB,5/22/2024,5/31/2024,5/23/2024,0.093,1.116,3/11/2024
Apollo Tactical Income Fund Inc. Common Stock,AIF,5/22/2024,5/31/2024,5/23/2024,0.144,1.728,5/10/2024
abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,AOD,5/22/2024,5/31/2024,5/23/2024,0.0575,0.69,5/09/2024
abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,AGD,5/22/2024,5/31/2024,5/23/2024,0.065,0.78,5/09/2024
"abrdn Japan Equity Fund, Inc. Common Stock",JEQ,5/22/2024,6/28/2024,5/23/2024,0.12,0.48,5/09/2024
abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,THQ,5/22/2024,5/31/2024,5/23/2024,0.18,2.16,5/09/2024
Euronav NV Ordinary Shares,EURN,5/22/2024,5/31/2024,5/23/2024,0.27,1.08,4/04/2024
abrdn World Healthcare Fund Shares of Beneficial Interest,THW,5/22/2024,5/31/2024,5/23/2024,0.1167,1.4004,5/09/2024
Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),ENIC,5/22/2024,1/01/0001,5/23/2024,0.214332,0.2143,5/10/2024
abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,ASGI,5/22/2024,5/31/2024,5/23/2024,0.2,2.4,5/09/2024
Western Asset Diversified Income Fund Common Shares of Beneficial Interest,WDI,5/22/2024,6/03/2024,5/23/2024,0.1435,1.722,2/20/2024
FS Credit Opportunities Corp. Common Stock,FSCO,5/22/2024,5/31/2024,5/23/2024,0.06,0.72,5/01/2024
M & F Bancorp Inc,MFBP,5/22/2024,6/12/2024,5/23/2024,0.05,0.2,4/23/2024
Bay Community Bancorp - Class A,CBOBA,5/22/2024,6/04/2024,5/23/2024,0.055,0.22,5/01/2024
Oak Ridge Financial Services Inc,BKOR,5/22/2024,6/07/2024,5/23/2024,0.12,0.48,4/30/2024
China Resources Beer (Holdings) Company Limited ADR,CRHKY,5/22/2024,7/15/2024,5/23/2024,0.083339,0.1939,N/A
China Resources Beer (Holdings) Company Limited ADR,CRHKY,5/22/2024,7/15/2024,5/23/2024,0.096951,0.1939,N/A
Kerry Properties Ltd. ADR,KRYPY,5/22/2024,6/20/2024,5/23/2024,0.557743,1.1155,N/A
STE TransCore Holdings Inc ADR,SGGKY,5/22/2024,6/20/2024,5/23/2024,0.260048,0.5201,N/A
Spectris ADR,SEPJY,5/22/2024,7/15/2024,5/23/2024,0.2694892,0.539,N/A
China Hongqiao Group Limited ADR,CHHQY,5/22/2024,7/01/2024,5/23/2024,0.32081,0.5764,N/A
China Tower Corporation Limited ADR,CTOWY,5/22/2024,7/15/2024,5/23/2024,0.3976484,0.3976,N/A
Dassault Systemes SA ADR,DASTY,5/22/2024,6/27/2024,5/23/2024,0.249113,0.2491,N/A
Billerud AB ADR,BLRDY,5/22/2024,6/12/2024,5/23/2024,0.364351,0.3644,N/A
Buzzi SpA ADR,BZZUY,5/22/2024,1/01/0001,5/23/2024,0.211067,0.2111,N/A
Mapfre Sociedad Anonima ADR,MPFRY,5/22/2024,6/10/2024,5/23/2024,0.138273,0.2765,N/A
Aneka Tambang Tbk PT ADR,PAEKY,5/22/2024,6/24/2024,5/23/2024,0.586097,0.5861,N/A
Bukit Asam Tbk PT ADR,TBNGY,5/22/2024,6/24/2024,5/23/2024,0.443879,0.4439,N/A
Jasa Marga ( Persero) Tbk PT ADR,PTJSY,5/22/2024,6/24/2024,5/23/2024,0.033081,0.0331,N/A
JG Summit Holdings Inc. ADR,JGSMY,5/22/2024,6/20/2024,5/23/2024,0.096617,0.0966,N/A
Coface SA ADR,CFACY,5/22/2024,6/10/2024,5/23/2024,1.40764,1.4076,N/A
Atea,ATEAY,5/22/2024,6/12/2024,5/23/2024,0.140127,0.2692,N/A
