companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Plains GP Holdings, L.P. Class A Units representing Limited Partner Interests",PAGP,1/30/2024,2/14/2024,1/31/2024,0.3175,1.27,1/08/2024
"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",SQFTP,1/30/2024,2/15/2024,1/31/2024,0.19531,2.34372,12/18/2023
RBB Bancorp Common Stock,RBB,1/30/2024,2/09/2024,1/31/2024,0.16,0.64,1/18/2024
RH Hedged Multi-Asset Income ETF,AMAX,1/30/2024,2/01/2024,1/31/2024,0.0105,0.5004,12/28/2023
San Juan Basin Royalty Trust Common Stock,SJT,1/30/2024,2/14/2024,1/31/2024,0.01627,0.1952,1/19/2024
Scholastic Corporation Common Stock,SCHL,1/30/2024,3/15/2024,1/31/2024,0.2,0.8,12/13/2023
Sierra Bancorp Common Stock,BSRR,1/30/2024,2/12/2024,1/31/2024,0.23,0.92,1/18/2024
SL Green Realty Corp Common Stock,SLG,1/30/2024,2/15/2024,1/31/2024,0.25,3.0,1/18/2024
SoFi Weekly Dividend ETF,WKLY,1/30/2024,2/01/2024,1/31/2024,0.02,1.4703,12/28/2023
"Stag Industrial, Inc. Common Stock",STAG,1/30/2024,2/15/2024,1/31/2024,0.123333,1.48,1/10/2024
Stellus Capital Investment Corporation Common Stock,SCM,1/30/2024,2/15/2024,1/31/2024,0.1333,1.5996,1/15/2024
"Synthetic Fixed-Income Securities, Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates, Series 2006-3",GJT,1/30/2024,2/01/2024,1/31/2024,0.1296,1.5552,2/03/2024
Tanger Inc. Common Stock,SKT,1/30/2024,2/15/2024,1/31/2024,0.26,1.04,1/17/2024
"Targa Resources, Inc. Common Stock",TRGP,1/30/2024,2/15/2024,1/31/2024,0.5,2.0,1/18/2024
Tennessee Valley Authority,TVE,1/30/2024,2/01/2024,1/31/2024,0.1385,0.554,2/03/2024
Texas Instruments Incorporated Common Stock,TXN,1/30/2024,2/13/2024,1/31/2024,1.3,5.2,1/18/2024
Touchstone Securitized Income ETF,TSEC,1/30/2024,2/01/2024,1/31/2024,0.0822,1.5009,1/29/2024
Touchstone Strategic Income Opportunities ETF,SIO,1/30/2024,2/01/2024,1/31/2024,0.099,1.2883,1/29/2024
"Virtus Investment Partners, Inc. Common Stock",VRTS,1/30/2024,2/15/2024,1/31/2024,1.9,7.6,12/07/2023
"West Pharmaceutical Services, Inc. Common Stock",WST,1/30/2024,2/07/2024,1/31/2024,0.2,0.8,12/06/2023
