companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",AFGB,3/14/2024,4/01/2024,3/15/2024,0.3671875,1.4688,N/A
"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",AQNB,3/14/2024,4/01/2024,3/15/2024,0.3875,1.55,N/A
"Customers Bancorp, Inc 5.375% Subordinated Notes Due 2034",CUBB,3/14/2024,4/01/2024,3/15/2024,0.3359375,1.3438,N/A
"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",RFM,3/14/2024,3/28/2024,3/15/2024,0.0954,1.1448,1/02/2024
Scorpio Tankers Inc. 7.00% Senior Notes due 2025,SBBA,3/14/2024,4/01/2024,3/15/2024,0.4375,1.75,N/A
NetSTREIT Corp. Common Stock,NTST,3/14/2024,3/28/2024,3/15/2024,0.205,0.82,2/13/2024
"Terra Income Fund 6, LLC 7.00% Notes due 2026",TFSA,3/14/2024,4/01/2024,3/15/2024,0.4375,1.75,N/A
"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",RFMZ,3/14/2024,3/28/2024,3/15/2024,0.0866,1.0392,1/02/2024
Eagle Point Credit Company Inc. 6.75% Notes due 2031,ECCW,3/14/2024,4/01/2024,3/15/2024,0.421875,1.6875,N/A
Horizon Technology Finance Corporation 4.875% Notes due 2026,HTFB,3/14/2024,4/01/2024,3/15/2024,0.3047,1.2188,N/A
KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,KKRS,3/14/2024,4/01/2024,3/15/2024,0.2890625,1.1562,N/A
Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,BIPH,3/14/2024,4/01/2024,3/16/2024,0.3125,1.25,N/A
"Terra Property Trust, Inc. 6.00% Notes due 2026",TPTA,3/14/2024,4/01/2024,3/15/2024,0.375,1.5,N/A
"CBL & Associates Properties, Inc. Common Stock",CBL,3/14/2024,3/29/2024,3/15/2024,0.4,1.6,2/08/2024
"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",BWNB,3/14/2024,4/01/2024,3/15/2024,0.40625,1.625,N/A
Eagle Point Credit Company Inc. 5.375% Notes due 2029,ECCV,3/14/2024,4/01/2024,3/15/2024,0.3359375,1.3438,N/A
BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,BIPI,3/14/2024,4/01/2024,3/16/2024,0.3203125,1.2812,N/A
"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",RMMZ,3/14/2024,3/28/2024,3/15/2024,0.0974,1.1688,1/02/2024
Horizon Technology Finance Corporation 6.25% Notes due 2027,HTFC,3/14/2024,4/01/2024,3/15/2024,0.390625,1.5625,N/A
Corebridge Financial Inc. Common Stock,CRBG,3/14/2024,3/29/2024,3/15/2024,0.23,0.92,2/14/2024
"F&G Annuities & Life, Inc. Common Stock",FG,3/14/2024,3/29/2024,3/15/2024,0.21,0.84,2/15/2024
PennyMac Mortgage Investment Trust 8.50% Senior Notes due 2028,PMTU,3/14/2024,4/01/2024,3/15/2024,0.53125,2.125,N/A
"Worthington Enterprises, Inc. Common Shares",WOR,3/14/2024,3/29/2024,3/15/2024,0.16,0.64,12/19/2023
Dayton & Michigan Railroad Company,DMRR,3/14/2024,4/01/2024,3/15/2024,0.875,1.75,2/09/2024
Dayton & Michigan Railroad Company 8% PRF PERPETUAL USD 50,DMRRP,3/14/2024,4/01/2024,3/15/2024,1.0,4.0,2/09/2024
"Ladenburg Thalmann Financial Services, Inc. 8% PRF PERPETUAL USD 25 - Ser A",LTSA,3/14/2024,3/28/2024,3/15/2024,0.1667,2.0,1/02/2024
Roche Holding AG ADR,RHHBY,3/14/2024,1/01/0001,3/15/2024,1.3925475,1.3925,N/A
Marquette National Corp.,MNAT,3/14/2024,4/01/2024,3/15/2024,0.28,1.12,1/29/2024
SVB&T Corp,SVBT,3/14/2024,4/15/2024,3/15/2024,0.2,0.8,1/16/2024
Bexil Investment Trust,BXSY,3/14/2024,3/27/2024,3/15/2024,0.25,1.0,12/14/2023
Pioneer Bankshares Inc,PNBI,3/14/2024,3/29/2024,3/15/2024,0.25,1.0,2/15/2024
Vornado Realty Trust 6.50% PRF PERPETUAL USD 50 - Ser A,VNORP,3/14/2024,4/01/2024,3/15/2024,0.8125,3.25,2/08/2024
Financial Institutions Inc. 8.48% PRF PERPETUAL USD 100 - Series B 1 Class B,FIISO,3/14/2024,4/02/2024,3/15/2024,2.12,8.48,2/15/2024
Breville Group Limited ADR,BVILY,3/14/2024,4/11/2024,3/15/2024,0.165516,0.331,N/A
Athene Holding,ATHLL,3/14/2024,4/01/2024,3/15/2024,0.484375,1.9375,2/16/2024
Athene Holding,ATHLV,3/14/2024,4/01/2024,3/15/2024,0.484375,1.9375,2/16/2024
