companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON,5/31/2024,6/17/2024,5/31/2024,0.515625,2.0625,4/29/2024
"T-Mobile US, Inc. Common Stock",TMUS,5/31/2024,6/13/2024,5/31/2024,0.65,2.6,3/14/2024
"TPG Operating Group II, L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064",TPGXL,5/31/2024,6/17/2024,6/01/2024,0.487465,0.0,5/21/2024
Trustmark Corporation Common Stock,TRMK,5/31/2024,6/15/2024,6/01/2024,0.23,0.92,4/23/2024
"United Community Banks, Inc. Depositary Shares each representing 1/1,000th interest in a share of Series I Non-CumulativePreferred Stock",UCBIO,5/31/2024,6/15/2024,5/31/2024,0.4296875,1.71875,5/16/2024
"United Fire Group, Inc. Common Stock",UFCS,5/31/2024,6/14/2024,5/31/2024,0.16,0.64,5/15/2024
"Virtu Financial, Inc. Class A Common Stock",VIRT,5/31/2024,6/15/2024,6/01/2024,0.24,0.96,5/21/2024
"WhiteHorse Finance, Inc. 7.875% Notes due 2028",WHFCL,5/31/2024,6/17/2024,6/01/2024,0.4921875,1.96875,5/15/2024
Zions Bancorporation 6.95% Fixed-to-Floating Rate Subordinated Notes,ZIONL,5/31/2024,6/17/2024,6/01/2024,0.6188908,2.41055,4/26/2024
"Zions Bancorporation, N.A. Dep Shs Repstg 1/40th Perp Pfd Ser G",ZIONO,5/31/2024,6/17/2024,6/01/2024,0.641738,2.499022,4/26/2024
"Zions Bancorporation, N.A. Depositary Shares (Each representing 1/40th Interest in a Share of Series A Floating-Rate Non-Cumulative Perpetual Preferred Stock)",ZIONP,5/31/2024,6/15/2024,6/01/2024,0.3904173,1.558688,4/26/2024
Neuberger Berman Municipal Fund Inc. Common Stock,NBH,5/31/2024,6/17/2024,5/31/2024,0.03774,0.4529,5/15/2024
"Crane NXT, Co. Common Stock",CXT,5/31/2024,6/12/2024,5/31/2024,0.16,0.64,5/08/2024
"DuPont de Nemours, Inc. Common Stock",DD,5/31/2024,6/17/2024,5/31/2024,0.38,1.52,4/17/2024
Union Pacific Corporation Common Stock,UNP,5/31/2024,6/28/2024,5/31/2024,1.3,5.2,5/09/2024
Weyerhaeuser Company Common Stock,WY,5/31/2024,6/14/2024,5/31/2024,0.2,0.8,5/09/2024
"Estee Lauder Companies, Inc. (The) Common Stock",EL,5/31/2024,6/17/2024,5/31/2024,0.66,2.64,5/01/2024
"Tyson Foods, Inc. Common Stock",TSN,5/31/2024,6/14/2024,5/31/2024,0.49,1.96,2/08/2024
Corning Incorporated Common Stock,GLW,5/31/2024,6/27/2024,5/31/2024,0.28,1.12,5/02/2024
"Dominion Energy, Inc. Common Stock",D,5/31/2024,6/20/2024,5/31/2024,0.6675,2.67,5/07/2024
Infosys Limited American Depositary Shares,INFY,5/31/2024,1/01/0001,5/31/2024,0.335486,0.3355,5/02/2024
FactSet Research Systems Inc. Common Stock,FDS,5/31/2024,6/20/2024,5/31/2024,1.04,4.16,5/02/2024
Agree Realty Corporation Common Stock,ADC,5/31/2024,6/14/2024,5/31/2024,0.25,3.0,5/14/2024
Allstate Corporation (The) Common Stock,ALL,5/31/2024,7/01/2024,5/31/2024,0.92,3.68,5/14/2024
Barrick Gold Corporation Common Stock (BC),GOLD,5/31/2024,6/17/2024,5/31/2024,0.1,0.4,5/01/2024
EPR Properties Common Stock,EPR,5/31/2024,6/17/2024,5/31/2024,0.285,3.42,5/15/2024
Baxter International Inc. Common Stock,BAX,5/31/2024,7/01/2024,5/31/2024,0.29,1.16,5/07/2024
Dover Corporation Common Stock,DOV,5/31/2024,6/14/2024,5/31/2024,0.51,2.04,5/03/2024
"Nelnet, Inc. Common Stock",NNI,5/31/2024,6/14/2024,5/31/2024,0.28,1.12,5/09/2024
Cabot Corporation Common Stock,CBT,5/31/2024,6/14/2024,5/31/2024,0.43,1.72,5/06/2024
Stepan Company Common Stock,SCL,5/31/2024,6/14/2024,5/31/2024,0.375,1.5,4/30/2024
Ashland Inc. Common Stock,ASH,5/31/2024,6/15/2024,6/01/2024,0.405,1.62,5/07/2024
Agnico Eagle Mines Limited Common Stock,AEM,5/31/2024,6/14/2024,5/31/2024,0.4,1.6,2/15/2024
RLI Corp. Common Stock (DE),RLI,5/31/2024,6/20/2024,5/31/2024,0.29,1.16,5/02/2024
Minerals Technologies Inc. Common Stock,MTX,5/31/2024,6/13/2024,5/31/2024,0.1,0.4,5/15/2024
"Nu Skin Enterprises, Inc. Common Stock",NUS,5/31/2024,6/12/2024,5/31/2024,0.06,0.24,5/08/2024
SL Green Realty Corp Common Stock,SLG,5/31/2024,6/17/2024,5/31/2024,0.25,3.0,5/20/2024
"Watts Water Technologies, Inc. Class A Common Stock",WTS,5/31/2024,6/14/2024,5/31/2024,0.43,1.72,5/07/2024
Perrigo Company plc Ordinary Shares,PRGO,5/31/2024,6/18/2024,5/31/2024,0.276,1.104,5/01/2024
Bank of Hawaii Corporation Common Stock,BOH,5/31/2024,6/14/2024,5/31/2024,0.7,2.8,4/22/2024
"NACCO Industries, Inc. Common Stock",NC,5/31/2024,6/17/2024,5/31/2024,0.2275,0.91,5/15/2024
LCI Industries,LCII,5/31/2024,6/14/2024,5/31/2024,1.05,4.2,5/16/2024
Tennant Company Common Stock,TNC,5/31/2024,6/14/2024,5/31/2024,0.28,1.12,5/01/2024
Central Pacific Financial Corp New,CPF,5/31/2024,6/17/2024,5/31/2024,0.26,1.04,4/24/2024
PHX Minerals Inc. Common Stock,PHX,5/31/2024,6/11/2024,5/31/2024,0.03,0.12,5/20/2024
Cross Timbers Royalty Trust Common Stock,CRT,5/31/2024,6/14/2024,5/31/2024,0.058252,0.699,5/20/2024
Permian Basin Royalty Trust Common Stock,PBT,5/31/2024,6/14/2024,5/31/2024,0.020052,1.0586,5/20/2024
"DNP Select Income Fund, Inc. Common Stock",DNP,5/31/2024,6/10/2024,5/31/2024,0.065,0.78,3/15/2024
"Argo Group International Holdings, Ltd. 6.5% Senior Notes Due 2042",ARGD,5/31/2024,6/17/2024,6/01/2024,0.40625,1.625,N/A
Brookfield Renewable Partners L.P. ,BEP,5/31/2024,6/28/2024,5/31/2024,0.355,1.42,5/03/2024
"Granite Ridge Resources, Inc. Common Stock",GRNT,5/31/2024,6/14/2024,5/31/2024,0.11,0.44,5/15/2024
Hubbell Inc Common Stock,HUBB,5/31/2024,6/17/2024,5/31/2024,1.22,4.88,4/26/2024
"Stag Industrial, Inc. Common Stock",STAG,5/31/2024,6/17/2024,5/31/2024,0.123333,1.48,4/09/2024
Tennessee Valley Authority Common Stock,TVC,5/31/2024,6/03/2024,5/31/2024,0.1334,0.5336,N/A
Unum Group 6.250% Junior Subordinated Notes due 2058,UNMA,5/31/2024,6/17/2024,6/01/2024,0.390625,1.5625,N/A
Evercore Inc. Class A Common Stock,EVR,5/31/2024,6/14/2024,5/31/2024,0.8,3.2,4/23/2024
Herc Holdings Inc. Common Stock ,HRI,5/31/2024,6/14/2024,5/31/2024,0.665,2.66,5/17/2024
"Sixth Street Specialty Lending, Inc. Common Stock",TSLX,5/31/2024,6/20/2024,5/31/2024,0.06,1.84,5/01/2024
Brookfield Infrastructure Partners LP Limited Partnership Units,BIP,5/31/2024,6/28/2024,5/31/2024,0.405,1.62,5/01/2024
Ardmore Shipping Corporation Common Stock,ASC,5/31/2024,6/14/2024,5/31/2024,0.31,1.24,5/08/2024
Ellington Financial Inc. Common Stock ,EFC,5/31/2024,6/25/2024,5/31/2024,0.13,1.56,5/07/2024
"Huntington Ingalls Industries, Inc. Common Stock",HII,5/31/2024,6/14/2024,5/31/2024,1.3,5.2,5/01/2024
"Orchid Island Capital, Inc. Common Stock",ORC,5/31/2024,6/27/2024,5/31/2024,0.12,1.44,5/08/2024
"Kinsale Capital Group, Inc. Common Stock",KNSL,5/31/2024,6/13/2024,5/31/2024,0.15,0.6,5/15/2024
Barings Corporate Investors Common Stock,MCI,5/31/2024,6/14/2024,5/31/2024,0.39,1.56,5/16/2024
Barings Participation Investors Common Stock,MPV,5/31/2024,6/14/2024,5/31/2024,0.36,1.44,5/16/2024
"Hyster-Yale Materials Handling, Inc. Class A Common Stock",HY,5/31/2024,6/14/2024,5/31/2024,0.35,1.4,5/08/2024
National Bank Holdings Corporation Common Stock,NBHC,5/31/2024,6/14/2024,5/31/2024,0.28,1.12,5/01/2024
Stellus Capital Investment Corporation Common Stock,SCM,5/31/2024,6/14/2024,5/31/2024,0.1333,1.5996,4/03/2024
"Entergy New Orleans, LLC First Mortgage Bonds, 5.0% Series due December 1, 2052",ENJ,5/31/2024,6/03/2024,5/31/2024,0.3125,1.25,N/A
Ellington Credit Company Common Shares of Beneficial Interest,EARN,5/31/2024,6/25/2024,5/31/2024,0.08,0.96,5/07/2024
Essent Group Ltd. Common Shares,ESNT,5/31/2024,6/10/2024,5/31/2024,0.28,1.12,5/02/2024
Element Solutions Inc. Common Stock,ESI,5/31/2024,6/14/2024,5/31/2024,0.08,0.32,5/20/2024
"Tencent Music Entertainment Group American Depositary Shares, each representing two Class A Ordinary Shares",TME,5/31/2024,6/27/2024,5/31/2024,0.137,0.137,5/13/2024
"Advanced Drainage Systems, Inc. Common Stock",WMS,5/31/2024,6/14/2024,5/31/2024,0.16,0.64,5/16/2024
"Apple Hospitality REIT, Inc. Common Shares",APLE,5/31/2024,6/17/2024,5/31/2024,0.08,0.96,5/20/2024
"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",RZB,5/31/2024,6/17/2024,5/31/2024,0.3594,1.4376,N/A
Brookfield Business Partners L.P. Limited Partnership Units ,BBU,5/31/2024,6/28/2024,5/31/2024,0.0625,0.25,5/03/2024
Fortive Corporation Common Stock ,FTV,5/31/2024,6/28/2024,5/31/2024,0.08,0.32,4/04/2024
"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",EAI,5/31/2024,6/03/2024,5/31/2024,0.3046875,1.2188,N/A
"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",ELC,5/31/2024,6/03/2024,5/31/2024,0.3046875,1.2188,N/A
Qwest Corporation 6.5% Notes due 2056,CTBB,5/31/2024,6/03/2024,5/31/2024,0.40625,1.625,N/A
"Arch Resources, Inc. Class A Common Stock",ARCH,5/31/2024,6/14/2024,5/31/2024,0.25,1.0,4/25/2024
Hamilton Beach Brands Holding Company Class A Common Stock ,HBB,5/31/2024,6/14/2024,5/31/2024,0.115,0.46,5/10/2024
"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",SOJC,5/31/2024,6/03/2024,5/31/2024,0.328125,1.3125,N/A
CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,CMSA,5/31/2024,6/17/2024,5/31/2024,0.3515625,1.4062,N/A
PermRock Royalty Trust Trust Units,PRT,5/31/2024,6/14/2024,5/31/2024,0.040295,0.4835,5/20/2024
"QVC, Inc. 6.375% Senior Secured Notes due 2067",QVCD,5/31/2024,6/17/2024,5/31/2024,0.3984375,1.5938,N/A
Dow Inc. Common Stock ,DOW,5/31/2024,6/14/2024,5/31/2024,0.7,2.8,4/11/2024
Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,AEFC,5/31/2024,6/17/2024,5/31/2024,0.31875,1.275,N/A
"QVC, Inc. 6.250% Senior Secured Notes due 2068",QVCC,5/31/2024,6/17/2024,5/31/2024,0.390625,1.5625,N/A
"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",AFGC,5/31/2024,6/17/2024,5/31/2024,0.3203125,1.2812,N/A
Brookfield Infrastructure Corporation ,BIPC,5/31/2024,6/28/2024,5/31/2024,0.405,1.62,5/01/2024
Brookfield Renewable Corporation Class A Subordinate Voting Shares ,BEPC,5/31/2024,6/28/2024,5/31/2024,0.355,1.42,5/02/2024
California Resources Corporation Common Stock,CRC,5/31/2024,6/14/2024,5/31/2024,0.31,1.24,5/07/2024
United States Cellular Corporation 6.250% Senior Notes due 2069,UZD,5/31/2024,6/03/2024,5/31/2024,0.390625,1.5625,N/A
"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",AFGE,5/31/2024,6/17/2024,5/31/2024,0.28125,1.125,N/A
United States Cellular Corporation 5.500% Senior Notes due 2070,UZE,5/31/2024,6/03/2024,5/31/2024,0.34375,1.375,N/A
UGI Corporation Corporate Units,UGIC,5/31/2024,6/03/2024,5/31/2024,1.8125,7.25,4/02/2024
United States Cellular Corporation 5.500% Senior Notes due 2070,UZF,5/31/2024,6/03/2024,5/31/2024,0.34375,1.375,N/A
"Crescent Capital BDC, Inc. 5.00% Notes due 2026",FCRX,5/31/2024,7/01/2024,5/31/2024,0.3125,1.25,N/A
Algonquin Power & Utilities Corp. Corporate Units,AQNU,5/31/2024,6/17/2024,5/31/2024,0.9688,3.8752,4/02/2024
Bridge Investment Group Holdings Inc. Class A Common Stock,BRDG,5/31/2024,6/14/2024,5/31/2024,0.12,0.48,5/08/2024
"P10, Inc. Class A Common Stock",PX,5/31/2024,6/20/2024,5/31/2024,0.035,0.14,5/08/2024
"Modiv Industrial, Inc. Class C Common Stock",MDV,5/31/2024,6/25/2024,5/31/2024,0.09583,1.15,3/18/2024
Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,BBUC,5/31/2024,6/28/2024,5/31/2024,0.0625,0.25,5/03/2024
Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,KMPB,5/31/2024,6/17/2024,5/31/2024,0.367188,1.4688,N/A
Triple Flag Precious Metals Corp. Common Shares,TFPM,5/31/2024,6/14/2024,5/31/2024,0.0525,0.21,5/07/2024
Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,5/31/2024,6/28/2024,5/31/2024,0.38,1.52,5/08/2024
Crane Company Common Stock,CR,5/31/2024,6/12/2024,5/31/2024,0.205,0.82,4/22/2024
"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",APOS,5/31/2024,6/17/2024,5/31/2024,0.476563,1.9063,N/A
WK Kellogg Co Common Stock,KLG,5/31/2024,6/14/2024,5/31/2024,0.16,0.64,5/02/2024
"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",FGN,5/31/2024,6/17/2024,5/31/2024,0.4969,1.9876,N/A
"Cboe Global Markets, Inc. Common Stock",CBOE,5/31/2024,6/14/2024,5/31/2024,0.55,2.2,5/16/2024
Connecticut Natural Gas Corp 8% PRF PERPETUAL USD 3.125,CTGSP,5/31/2024,6/28/2024,6/01/2024,0.0625,0.25,4/30/2024
CNB Financial Services Inc,CBFC,5/31/2024,6/07/2024,5/31/2024,0.6,1.2,5/08/2024
AmTrust Financial Services Inc 6.75% PRF PERPETUAL USD 25 - Ser A,AFSIA,5/31/2024,6/17/2024,6/01/2024,0.421875,1.6875,5/06/2024
AmTrust Financial Services Inc 7.25% PRF PERPETUAL USD 25 - Ser B,AFSIB,5/31/2024,6/17/2024,6/01/2024,0.453125,1.8125,5/06/2024
AmTrust Financial Services Inc 7.625% PRF PERPETUAL USD 25 - Ser C,AFSIC,5/31/2024,6/17/2024,6/01/2024,0.476563,1.9062,5/06/2024
AmTrust Financial Services Inc 7.50% PRF PERPETUAL USD 25 - Ser D,AFSIP,5/31/2024,6/17/2024,6/01/2024,0.46875,1.875,5/06/2024
AmTrust Financial Services Inc 7.75% PRF PERPETUAL USD 25 - Ser E,AFSIM,5/31/2024,6/17/2024,6/01/2024,0.484375,1.9375,5/06/2024
AmTrust Financial Services Inc 6.95% PRF PERPETUAL USD 25 - Ser F,AFSIN,5/31/2024,6/17/2024,6/01/2024,0.434375,1.7375,5/06/2024
"Q.E.P. Co., Inc.",QEPC,5/31/2024,6/26/2024,5/31/2024,1.0,0.0,5/10/2024
First National Bank Alaska,FBAK,5/31/2024,6/14/2024,6/01/2024,3.2,12.8,5/01/2024
"Community Capital Bancshares, Inc.",ALBY,5/31/2024,7/08/2024,5/31/2024,0.75,3.0,4/03/2024
United Bancshares Inc.,UBOH,5/31/2024,6/14/2024,5/31/2024,0.22,0.88,4/18/2024
Chesapeake Financial Shares Inc,CPKF,5/31/2024,6/15/2024,6/01/2024,0.155,0.62,4/19/2024
Britvic ADR,BTVCY,5/31/2024,7/15/2024,5/31/2024,0.221205,0.4424,N/A
Flagship Communities Real Estate Investment Trust Units,MHCUF,5/31/2024,6/17/2024,5/31/2024,0.0492,0.5904,5/15/2024
Associated British Foods plc ADR,ASBFY,5/31/2024,7/19/2024,5/31/2024,0.207735,0.4155,N/A
Centrica plc ADR,CPYYY,5/31/2024,7/22/2024,5/31/2024,0.118937,0.2379,N/A
First Real Estate Investment Trust of New Jersey Inc.,FREVS,5/31/2024,6/14/2024,5/31/2024,0.05,0.2,4/04/2024
"Killbuck Bancshares, Inc",KLIB,5/31/2024,6/14/2024,5/31/2024,2.4,4.8,5/13/2024
"First Citizens Bancshares, Inc (NC) - Class B",FCNCB,5/31/2024,6/17/2024,5/31/2024,1.64,6.56,4/16/2024
"Summit Bancshares, Inc.",SMAL,5/31/2024,6/28/2024,5/31/2024,0.42,0.44,4/17/2024
Security Federal Corp,SFDL,5/31/2024,6/15/2024,5/31/2024,0.14,0.56,4/18/2024
Southern Bancshares Inc.,SBNC,5/31/2024,6/14/2024,5/31/2024,6.25,25.0,4/16/2024
Southern Bancshares Inc. PRF PERPETUAL USD - Class B 0%,SBNCM,5/31/2024,6/14/2024,5/31/2024,0.22,0.88,4/16/2024
Southern Bancshares Inc. PFS PERPETUAL USD - Class C 0%,SBNCN,5/31/2024,6/14/2024,5/31/2024,0.22,0.88,4/16/2024
"Caribbean Utilities Co., Ltd. - Class A",CUPUF,5/31/2024,6/15/2024,6/01/2024,0.185,0.74,5/07/2024
Shangri-La Asia Ltd. ADR,SHALY,5/31/2024,6/24/2024,6/03/2024,0.3833375,0.7667,N/A
Shanghai Industrial Holdings Ltd. ADR,SGHIY,5/31/2024,6/24/2024,5/31/2024,0.645148,1.2903,N/A
Intertek Group plc ADR,IKTSY,5/31/2024,7/08/2024,5/31/2024,0.887728,1.7755,N/A
Yue Yuen Industrial (Holdings) Ltd. ADR,YUEIY,5/31/2024,7/08/2024,5/31/2024,0.397724,0.7954,N/A
Salzgitter AG ADR,SZGPY,5/31/2024,6/18/2024,5/31/2024,0.031692,0.0317,N/A
China Resources Building Materials Technology Holdings Ltd Com,CARCY,5/31/2024,8/01/2024,5/31/2024,0.021942,0.16,N/A
Lonking Holdings Ltd ADR,LKHLY,5/31/2024,8/15/2024,5/31/2024,0.461335,0.4613,N/A
Chongqing Rural Commercial Bank Co Ltd ADR,CRCBY,5/31/2024,1/01/0001,5/31/2024,1.744749,1.7447,N/A
"Sunny Optical Technology (Group) Co., Ltd. ADR",SOTGY,5/31/2024,7/15/2024,5/31/2024,0.247137,0.2471,N/A
Slate Grocery REIT Unit,SRRTF,5/31/2024,6/17/2024,5/31/2024,0.072,0.864,5/15/2024
Kion Group AG ADR,KIGRY,5/31/2024,6/17/2024,5/31/2024,0.117876,0.1179,N/A
NMB Finl Corp,NMBF,5/31/2024,7/01/2024,5/31/2024,0.4,0.0,3/21/2024
CSPC Pharmaceutical Group Limited. ADR,CSPCY,5/31/2024,7/11/2024,6/03/2024,0.057275,0.0573,N/A
BSR Real Estate Investment Trust Unit,BSRTF,5/31/2024,6/17/2024,5/31/2024,0.0433,0.5196,5/15/2024
Volkswagen AG ADR,VWAGY,5/31/2024,6/20/2024,5/31/2024,0.6400955,0.6401,N/A
Volkswagen AG ADR - Preference Shares,VWAPY,5/31/2024,6/20/2024,5/31/2024,0.6448294,0.6448,N/A
Pioneer Bankcorp Inc,PBKC,5/31/2024,6/30/2024,6/01/2024,0.5,1.0,4/18/2024
Chart Industries,GTLCL,5/31/2024,6/17/2024,5/31/2024,0.84375,3.375,4/02/2024
Bebe Stores Inc,BEBE,5/31/2024,6/18/2024,5/31/2024,0.04,0.16,5/16/2024
Fullnet Communications Inc,FULO,5/31/2024,6/15/2024,5/31/2024,0.0037,0.0148,5/15/2024
Windrock LD CO,WRLC,5/31/2024,6/15/2024,5/31/2024,3.0,12.0,5/16/2024
Pardee Res Co,PDER,5/31/2024,6/07/2024,5/31/2024,1.8,7.2,5/14/2024
Robinson`s Land Corporation ADR,RBLAY,5/31/2024,7/08/2024,5/31/2024,0.149527,0.1495,N/A
Turkiye Sise Ve Cam Fabrikalari A.S ADR,TKKYY,5/31/2024,6/18/2024,6/03/2024,0.15905,0.159,N/A
SEB ADR,SEBYY,5/31/2024,6/20/2024,5/31/2024,0.18601,0.186,N/A
