companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"Cullen/Frost Bankers, Inc. Depositary Shares, each representing a 1/40th ownership interest in a share of 4.450% non-cumulative perpetual preferred stock, Series B",CFR^B,11/29/2023,12/15/2023,11/30/2023,0.278125,1.1125,10/26/2023
"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series E",CUBI^E,11/29/2023,12/15/2023,11/30/2023,0.6831977,2.7328,10/30/2023
"Customers Bancorp, Inc Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",CUBI^F,11/29/2023,12/15/2023,11/30/2023,0.65931016,2.6372,10/30/2023
Dow Inc. Common Stock ,DOW,11/29/2023,12/08/2023,11/30/2023,0.7,2.8,10/12/2023
"DuPont de Nemours, Inc. Common Stock",DD,11/29/2023,12/15/2023,11/30/2023,0.36,1.44,10/17/2023
"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",EAI,11/29/2023,12/01/2023,11/30/2023,0.3046875,1.2188,11/19/2023
"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",ELC,11/29/2023,12/01/2023,11/30/2023,0.3046875,1.2188,11/19/2023
"Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",EFSCP,11/29/2023,12/15/2023,11/30/2023,0.3125,1.25,10/23/2023
"Estee Lauder Companies, Inc. (The) Common Stock",EL,11/29/2023,12/15/2023,11/30/2023,0.66,2.64,11/01/2023
"First Citizens BancShares, Inc. 5.625% Non-Cumulative Perpetual Preferred Stock, Series C",FCNCO,11/29/2023,12/15/2023,11/30/2023,0.351563,1.406252,10/24/2023
"First Citizens BancShares, Inc. Class A Common Stock",FCNCA,11/29/2023,12/15/2023,11/30/2023,1.64,3.0,10/24/2023
"First Citizens BancShares, Inc. Depositary Shares",FCNCP,11/29/2023,12/15/2023,11/30/2023,0.335938,1.343752,10/24/2023
"Goldman Sachs Group, Inc. (The) Common Stock",GS,11/29/2023,12/28/2023,11/30/2023,2.75,11.0,10/12/2023
Hubbell Inc Common Stock,HUBB,11/29/2023,12/15/2023,11/30/2023,1.22,4.88,10/27/2023
KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,KREF^A,11/29/2023,12/15/2023,11/30/2023,0.40625,1.625,10/20/2023
"Mesa Laboratories, Inc. Common Stock",MLAB,11/29/2023,12/15/2023,11/30/2023,0.16,0.64,10/02/2023
"Modiv Industrial, Inc. Class C Common Stock",MDV,11/29/2023,12/26/2023,11/30/2023,0.09583,1.15,10/17/2023
Newell Brands Inc. Common Stock,NWL,11/29/2023,12/15/2023,11/30/2023,0.07,0.28,11/06/2023
Newmont Corporation,NEM,11/29/2023,12/22/2023,11/30/2023,0.4,1.6,10/26/2023
"NextEra Energy, Inc. 6.926% Corporate Units",NEE^R,11/29/2023,12/01/2023,11/30/2023,0.86574996,3.463,10/12/2023
"NiSource, Inc Series A Corporate Units",NIMC,11/29/2023,12/01/2023,11/30/2023,1.9375,7.75,10/05/2023
Pactiv Evergreen Inc. Common stock,PTVE,11/29/2023,12/15/2023,11/30/2023,0.1,0.4,10/30/2023
Peoples Financial Services Corp. Common Stock,PFIS,11/29/2023,12/15/2023,11/30/2023,0.41,1.64,10/27/2023
"Power Integrations, Inc. Common Stock",POWI,11/29/2023,12/29/2023,11/30/2023,0.2,0.76,11/19/2023
"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",SQFTP,11/29/2023,12/15/2023,11/30/2023,0.19531,2.34372,10/25/2023
QUALCOMM Incorporated Common Stock,QCOM,11/29/2023,12/14/2023,11/30/2023,0.8,3.2,10/03/2023
Ryerson Holding Corporation Common Stock,RYI,11/29/2023,12/14/2023,11/30/2023,0.185,0.74,10/30/2023
"Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",SIGIP,11/29/2023,12/15/2023,11/30/2023,0.2875,1.15,11/01/2023
"Shutterstock, Inc. Common Stock",SSTK,11/29/2023,12/14/2023,11/30/2023,0.27,1.08,10/23/2023
Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,SOHOO,11/29/2023,12/15/2023,11/30/2023,0.4921875,1.96875,10/30/2023
Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,SOHOB,11/29/2023,12/15/2023,11/30/2023,0.5,2.0,10/30/2023
Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,SOHON,11/29/2023,12/15/2023,11/30/2023,0.515625,2.0625,10/30/2023
"Stag Industrial, Inc. Common Stock",STAG,11/29/2023,12/15/2023,11/30/2023,0.1225,1.47,10/11/2023
Stellus Capital Investment Corporation Common Stock,SCM,11/29/2023,12/15/2023,11/30/2023,0.1333,1.5996,10/05/2023
Stepan Company Common Stock,SCL,11/29/2023,12/15/2023,11/30/2023,0.375,1.5,10/17/2023
StepStone Group Inc. Class A Common Stock,STEP,11/29/2023,12/15/2023,11/30/2023,0.21,0.84,11/01/2023
Tennant Company Common Stock,TNC,11/29/2023,12/15/2023,11/30/2023,0.28,1.12,10/30/2023
"Tetra Tech, Inc. Common Stock",TTEK,11/29/2023,12/13/2023,11/30/2023,0.26,1.04,11/13/2023
Neuberger Berman Municipal Fund Inc. Common Stock,NBH,11/29/2023,12/15/2023,11/30/2023,0.03774,0.4529,11/15/2023
Barrick Gold Corporation Common Stock (BC),GOLD,11/29/2023,12/15/2023,11/30/2023,0.1,0.4,11/02/2023
Enerplus Corporation Common Stock,ERF,11/29/2023,12/15/2023,11/30/2023,0.06,0.24,11/02/2023
Kinross Gold Corporation Common Stock,KGC,11/29/2023,12/14/2023,11/30/2023,0.03,0.12,11/08/2023
Brookfield Renewable Partners L.P. ,BEP,11/29/2023,12/29/2023,11/30/2023,0.3375,1.35,11/03/2023
"RB Global, Inc. Common Stock",RBA,11/29/2023,12/21/2023,11/30/2023,0.27,1.08,11/07/2023
Dover Corporation Common Stock,DOV,11/29/2023,12/15/2023,11/30/2023,0.51,2.04,11/02/2023
Ryerson Holding Corporation Common Stock,RYI,11/29/2023,12/14/2023,11/30/2023,0.185,0.74,10/30/2023
Newmont Corporation,NEM,11/29/2023,12/22/2023,11/30/2023,0.4,1.6,10/26/2023
"NACCO Industries, Inc. Common Stock",NC,11/29/2023,12/15/2023,11/30/2023,0.2175,0.87,11/07/2023
"Spectrum Brands Holdings, Inc. Common Stock",SPB,11/29/2023,12/07/2023,11/30/2023,0.42,1.68,11/14/2023
Stepan Company Common Stock,SCL,11/29/2023,12/15/2023,11/30/2023,0.375,1.5,10/17/2023
RLI Corp. Common Stock (DE),RLI,11/29/2023,12/20/2023,11/30/2023,2.0,1.08,11/08/2023
RLI Corp. Common Stock (DE),RLI,11/29/2023,12/20/2023,11/30/2023,0.27,1.08,11/08/2023
Tennant Company Common Stock,TNC,11/29/2023,12/15/2023,11/30/2023,0.28,1.12,10/30/2023
Bank of Hawaii Corporation Common Stock,BOH,11/29/2023,12/14/2023,11/30/2023,0.7,2.8,10/23/2023
"Cullen/Frost Bankers, Inc. Common Stock",CFR,11/29/2023,12/15/2023,11/30/2023,0.92,3.68,10/26/2023
Permian Basin Royalty Trust Common Stock,PBT,11/29/2023,12/14/2023,11/30/2023,0.157171,1.8861,11/17/2023
San Juan Basin Royalty Trust Common Stock,SJT,11/29/2023,12/14/2023,11/30/2023,0.01691,0.2029,11/17/2023
"Home Depot, Inc. (The) Common Stock",HD,11/29/2023,12/14/2023,11/30/2023,2.09,8.36,11/16/2023
Central Pacific Financial Corp New,CPF,11/29/2023,12/15/2023,11/30/2023,0.26,1.04,10/24/2023
"Crane NXT, Co. Common Stock",CXT,11/29/2023,12/13/2023,11/30/2023,0.14,0.56,11/06/2023
Cross Timbers Royalty Trust Common Stock,CRT,11/29/2023,12/14/2023,11/30/2023,0.149994,1.7999,11/17/2023
Allstate Corporation (The) Common Stock,ALL,11/29/2023,1/02/2024,11/30/2023,0.89,3.56,11/15/2023
Agree Realty Corporation Common Stock,ADC,11/29/2023,12/14/2023,11/30/2023,0.247,2.964,11/09/2023
"Estee Lauder Companies, Inc. (The) Common Stock",EL,11/29/2023,12/15/2023,11/30/2023,0.66,2.64,11/01/2023
FactSet Research Systems Inc. Common Stock,FDS,11/29/2023,12/21/2023,11/30/2023,0.98,3.92,11/02/2023
Pioneer Natural Resources Company Common Stock,PXD,11/29/2023,12/22/2023,11/30/2023,1.25,5.0,11/02/2023
SL Green Realty Corp Common Stock,SLG,11/29/2023,12/15/2023,11/30/2023,0.2708,3.2496,11/16/2023
EPR Properties Common Stock,EPR,11/29/2023,12/15/2023,11/30/2023,0.275,3.3,11/15/2023
"Goldman Sachs Group, Inc. (The) Common Stock",GS,11/29/2023,12/28/2023,11/30/2023,2.75,11.0,10/12/2023
Blue Owl Capital Corporation Common Stock,OBDC,11/29/2023,12/15/2023,11/30/2023,0.08,1.4,11/08/2023
"Stag Industrial, Inc. Common Stock",STAG,11/29/2023,12/15/2023,11/30/2023,0.1225,1.47,10/11/2023
Brookfield Infrastructure Partners LP Limited Partnership Units,BIP,11/29/2023,12/29/2023,11/30/2023,0.3825,1.53,11/01/2023
Ellington Financial Inc. Common Stock ,EFC,11/29/2023,12/26/2023,11/30/2023,0.15,1.8,11/07/2023
Scorpio Tankers Inc. Common Shares,STNG,11/29/2023,12/15/2023,11/30/2023,0.35,1.4,11/09/2023
"Orchid Island Capital, Inc. Common Stock",ORC,11/29/2023,12/27/2023,11/30/2023,0.12,1.44,11/15/2023
"Shutterstock, Inc. Common Stock",SSTK,11/29/2023,12/14/2023,11/30/2023,0.27,1.08,10/23/2023
Stellus Capital Investment Corporation Common Stock,SCM,11/29/2023,12/15/2023,11/30/2023,0.1333,1.5996,10/05/2023
Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,EARN,11/29/2023,12/26/2023,11/30/2023,0.08,0.96,11/07/2023
Ardmore Shipping Corporation Common Stock,ASC,11/29/2023,12/15/2023,11/30/2023,0.16,0.64,11/07/2023
"Sixth Street Specialty Lending, Inc. Common Stock",TSLX,11/29/2023,12/20/2023,11/30/2023,0.07,1.84,11/02/2023
Hubbell Inc Common Stock,HUBB,11/29/2023,12/15/2023,11/30/2023,1.22,4.88,10/27/2023
Brookfield Business Partners L.P. Limited Partnership Units ,BBU,11/29/2023,12/29/2023,11/30/2023,0.0625,0.25,11/02/2023
"Entergy Arkansas, LLC First Mortgage Bonds, 4.875% Series Due September 1, 2066",EAI,11/29/2023,12/01/2023,11/30/2023,0.3046875,1.2188,N/A
"Entergy Louisiana, Inc. Collateral Trust Mortgage Bonds, 4.875 % Series due September 1, 2066",ELC,11/29/2023,12/01/2023,11/30/2023,0.3046875,1.2188,N/A
"Arch Resources, Inc. Class A Common Stock",ARCH,11/29/2023,12/15/2023,11/30/2023,0.88,0.0,10/26/2023
"DuPont de Nemours, Inc. Common Stock",DD,11/29/2023,12/15/2023,11/30/2023,0.36,1.44,10/17/2023
PermRock Royalty Trust Trust Units,PRT,11/29/2023,12/14/2023,11/30/2023,0.040302,0.4836,11/17/2023
Dow Inc. Common Stock ,DOW,11/29/2023,12/08/2023,11/30/2023,0.7,2.8,10/12/2023
Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,AEFC,11/29/2023,12/15/2023,11/30/2023,0.31875,1.275,N/A
Triple Flag Precious Metals Corp. Common Shares,TFPM,11/29/2023,12/15/2023,11/30/2023,0.0525,0.21,11/07/2023
Brookfield Infrastructure Corporation ,BIPC,11/29/2023,12/29/2023,11/30/2023,0.3825,1.53,11/01/2023
Brookfield Renewable Corporation Class A Subordinate Voting Shares ,BEPC,11/29/2023,12/29/2023,11/30/2023,0.3375,1.35,11/03/2023
Vontier Corporation Common Stock ,VNT,11/29/2023,12/21/2023,11/30/2023,0.025,0.1,11/13/2023
"NiSource, Inc Series A Corporate Units",NIMC,11/29/2023,12/01/2023,11/30/2023,1.9375,7.75,10/05/2023
Arlington Asset Investment Corp 6.750% Notes due 2025,AIC,11/29/2023,12/15/2023,11/30/2023,0.421875,1.6875,N/A
Jackson Financial Inc. Class A Common Stock ,JXN,11/29/2023,12/14/2023,11/30/2023,0.62,2.48,11/08/2023
"P10, Inc. Class A Common Stock",PX,11/29/2023,12/20/2023,11/30/2023,0.0325,0.13,11/09/2023
"Modiv Industrial, Inc. Class C Common Stock",MDV,11/29/2023,12/26/2023,11/30/2023,0.09583,1.15,10/17/2023
Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,BBUC,11/29/2023,12/29/2023,11/30/2023,0.0625,0.25,11/03/2023
Brookfield Asset Management Inc Class A Limited Voting Shares,BAM,11/29/2023,12/29/2023,11/30/2023,0.32,1.28,11/06/2023
Brookfield Corporation Class A Limited Voting Shares,BN,11/29/2023,12/29/2023,11/30/2023,0.07,0.28,11/09/2023
Crane Company Common Stock,CR,11/29/2023,12/13/2023,11/30/2023,0.18,0.72,10/23/2023
"Cboe Global Markets, Inc. Common Stock",CBOE,11/29/2023,12/15/2023,11/30/2023,0.55,2.2,10/27/2023
Turbotville National Bank,TVNB,11/29/2023,12/15/2023,11/30/2023,2.51,0.64,11/09/2023
MT. Carmel Public Utility Co.,MCPB,11/29/2023,12/15/2023,11/30/2023,0.3,1.2,11/17/2023
United Bancshares Inc.,UBOH,11/29/2023,12/15/2023,11/30/2023,0.22,0.88,10/19/2023
"Lyons Bancorp, Inc.",LYBC,11/29/2023,12/11/2023,11/30/2023,0.07,1.4,10/31/2023
Two Rivers Financial Group Inc,TRVR,11/29/2023,12/15/2023,11/30/2023,0.68,0.68,11/15/2023
Flagship Communities Real Estate Investment Trust Units,MHCUF,11/29/2023,12/15/2023,11/30/2023,0.0492,0.5904,11/15/2023
"First Citizens Bancshares, Inc (NC) - Class B",FCNCB,11/29/2023,12/15/2023,11/30/2023,1.64,6.56,10/24/2023
Southeastern Banking Corp.,SEBC,11/29/2023,12/07/2023,11/30/2023,0.18,0.72,11/16/2023
Fullnet Communications Inc,FULO,11/29/2023,12/15/2023,11/30/2023,0.0033,0.0132,11/15/2023
Security Federal Corp,SFDL,11/29/2023,12/15/2023,11/30/2023,0.13,0.52,10/19/2023
China Resources Power Hldgs Co ADR,CRPJY,11/29/2023,2/07/2024,11/30/2023,0.910672,1.8213,N/A
NextEra Energy Inc Unit ( 6.926% Corporate Units 01/09/2025),NEEXU,11/29/2023,12/01/2023,11/30/2023,0.86575,3.463,10/04/2023
Slate Grocery REIT Unit,SRRTF,11/29/2023,12/15/2023,11/30/2023,0.072,0.864,11/15/2023
Johnson Electric Holdings Ltd. ADR,JEHLY,11/29/2023,1/31/2024,11/30/2023,0.17401,0.348,N/A
BSR Real Estate Investment Trust Unit,BSRTF,11/29/2023,12/15/2023,11/30/2023,0.0433,0.5196,11/15/2023
Triple Flag Precious,TRFPF,11/29/2023,12/15/2023,11/30/2023,0.0525,0.21,11/07/2023
NetEase Inc,NETTF,11/29/2023,12/12/2023,12/01/2023,0.099,0.396,N/A
Windrock LD CO,WRLC,11/29/2023,12/15/2023,11/30/2023,3.0,12.0,11/16/2023
Pardee Res Co,PDER,11/29/2023,12/07/2023,11/30/2023,1.8,7.2,11/13/2023
Bank of the Philippine Islands ADR,BPHLY,11/29/2023,1/08/2024,11/30/2023,0.402449,0.8049,N/A
