companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
Lam Research Corporation Common Stock,LRCX,6/18/2024,7/10/2024,6/18/2024,2.0,8.0,5/15/2024
OFS Capital Corporation Common Stock,OFS,6/18/2024,6/28/2024,6/18/2024,0.34,1.36,4/30/2024
"OFS Credit Company, Inc. 5.25% Series E Term Preferred Stock Due 2026",OCCIN,6/18/2024,6/28/2024,6/18/2024,0.109375,1.3125,2/01/2024
"OFS Credit Company, Inc. 6.125% Series C Term Preferred Stock",OCCIO,6/18/2024,6/28/2024,6/18/2024,0.1276042,1.53125,2/01/2024
"OFS Credit Company, Inc. Common Stock",OCCI,6/18/2024,6/28/2024,6/18/2024,0.105,1.26,5/01/2024
"Upbound Group, Inc. Common Stock",UPBD,6/18/2024,7/09/2024,6/18/2024,0.37,1.48,6/04/2024
"WhiteHorse Finance, Inc. Common Stock",WHF,6/18/2024,7/02/2024,6/18/2024,0.385,1.54,5/08/2024
"Credit Suisse Asset Management Income Fund, Inc. Common Stock",CIK,6/18/2024,6/25/2024,6/18/2024,0.0225,0.27,1/19/2024
Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),VKI,6/18/2024,6/28/2024,6/18/2024,0.0559,0.6708,5/23/2024
Credit Suisse High Yield Bond Fund Common Stock,DHY,6/18/2024,6/25/2024,6/18/2024,0.0155,0.186,1/19/2024
Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,FTF,6/18/2024,6/28/2024,6/18/2024,0.0615,0.738,6/07/2024
"Pioneer Diversified High Income Fund, Inc.",HNW,6/18/2024,6/28/2024,6/18/2024,0.0975,1.17,6/04/2024
Invesco Bond Fund Common Stock,VBF,6/18/2024,6/28/2024,6/18/2024,0.07,0.84,5/23/2024
"PulteGroup, Inc. Common Stock",PHM,6/18/2024,7/02/2024,6/18/2024,0.2,0.8,5/06/2024
Ecolab Inc. Common Stock,ECL,6/18/2024,7/15/2024,6/18/2024,0.57,2.28,5/02/2024
"Myers Industries, Inc. Common Stock",MYE,6/18/2024,7/05/2024,6/18/2024,0.135,0.54,6/04/2024
"Source Capital, Inc. Common Stock",SOR,6/18/2024,6/28/2024,6/18/2024,0.2083,2.4996,4/16/2024
Southwest Airlines Company Common Stock,LUV,6/18/2024,7/10/2024,6/19/2024,0.18,0.72,5/15/2024
Toro Company (The) Common Stock,TTC,6/18/2024,7/11/2024,6/18/2024,0.36,1.44,5/21/2024
MFS Municipal Income Trust Common Stock,MFM,6/18/2024,6/28/2024,6/18/2024,0.0205,0.246,6/03/2024
MFS Multimarket Income Trust Common Stock,MMT,6/18/2024,6/28/2024,6/18/2024,0.03351,0.4021,6/03/2024
MFS Municipal Income Trust Common Stock,CMU,6/18/2024,6/28/2024,6/18/2024,0.0135,0.162,6/03/2024
Telefonica SA Common Stock,TEF,6/18/2024,7/11/2024,6/18/2024,0.16275,0.3255,5/29/2024
High Income Securities Fund Common Stock,PCF,6/18/2024,6/28/2024,6/18/2024,0.0622,0.7464,4/03/2024
"Swiss Helvetia Fund, Inc. (The) Common Stock",SWZ,6/18/2024,6/28/2024,6/18/2024,0.129,0.516,6/07/2024
MFS Government Markets Income Trust Common Stock,MGF,6/18/2024,6/28/2024,6/18/2024,0.01964,0.2357,6/03/2024
MFS Intermediate Income Trust Common Stock,MIN,6/18/2024,6/28/2024,6/18/2024,0.01998,0.2398,6/03/2024
MFS Intermediate High Income Fund Common Stock,CIF,6/18/2024,6/28/2024,6/18/2024,0.01459,0.1751,6/03/2024
Invesco Municipal Income Opportunities Trust Common Stock,OIA,6/18/2024,6/28/2024,6/18/2024,0.0291,0.3492,5/23/2024
Franklin Universal Trust Common Stock,FT,6/18/2024,6/28/2024,6/18/2024,0.0425,0.51,6/07/2024
MFS High Income Municipal Trust Common Stock,CXE,6/18/2024,6/28/2024,6/18/2024,0.015,0.18,6/03/2024
Invesco High Income Trust II,VLT,6/18/2024,6/28/2024,6/18/2024,0.0964,1.1568,5/23/2024
MFS Investment Grade Municipal Trust Common Stock,CXH,6/18/2024,6/28/2024,6/18/2024,0.0255,0.306,6/03/2024
MFS Charter Income Trust Common Stock,MCR,6/18/2024,6/28/2024,6/18/2024,0.04521,0.5425,6/03/2024
TotalEnergies SE,TTE,6/18/2024,7/11/2024,6/18/2024,0.857861,3.4314,2/06/2024
Amphenol Corporation Common Stock,APH,6/18/2024,7/10/2024,6/18/2024,0.11,0.44,5/02/2024
Invesco Municipal Trust Common Stock,VKQ,6/18/2024,6/28/2024,6/18/2024,0.0628,0.7536,5/23/2024
Invesco Trust for Investment Grade Municipals Common Stock (DE),VGM,6/18/2024,6/28/2024,6/18/2024,0.0646,0.7752,5/23/2024
Invesco Trust for Investment Grade New York Municipals Common Stock,VTN,6/18/2024,6/28/2024,6/18/2024,0.0685,0.822,5/23/2024
Invesco Municipal Opportunity Trust Common Stock,VMO,6/18/2024,6/28/2024,6/18/2024,0.0625,0.75,5/23/2024
Invesco Quality Municipal Income Trust Common Stock,IQI,6/18/2024,6/28/2024,6/18/2024,0.0631,0.7572,5/23/2024
SITE Centers Corp. Common Stock,SITC,6/18/2024,7/09/2024,6/18/2024,0.13,0.52,5/08/2024
Invesco Value Municipal Income Trust Common Stock,IIM,6/18/2024,6/28/2024,6/18/2024,0.0771,0.9252,5/23/2024
"Special Opportunities Fund, Inc Common Stock",SPE,6/18/2024,6/28/2024,6/18/2024,0.0954,1.1448,4/05/2024
Invesco California Value Municipal Income Trust Common Stock,VCV,6/18/2024,6/28/2024,6/18/2024,0.0646,0.7752,5/23/2024
Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),VPV,6/18/2024,6/28/2024,6/18/2024,0.0667,0.8004,5/23/2024
"Templeton Emerging Markets Income Fund, Inc. Common Stock",TEI,6/18/2024,6/28/2024,6/18/2024,0.0475,0.57,6/07/2024
Greif Inc. Class A Common Stock,GEF,6/18/2024,7/01/2024,6/18/2024,0.52,2.08,6/03/2024
"Greif, Inc. Corporation Class B Common Stock",GEF.B,6/18/2024,7/01/2024,6/18/2024,0.78,3.12,6/03/2024
Invesco Senior Income Trust Common Stock (DE),VVR,6/18/2024,6/28/2024,6/18/2024,0.043,0.516,5/23/2024
"Pioneer High Income Fund, Inc.",PHT,6/18/2024,6/28/2024,6/18/2024,0.055,0.66,6/04/2024
"Pioneer Municipal High Income Fund, Inc.",MHI,6/18/2024,6/28/2024,6/18/2024,0.035,0.42,6/04/2024
"Pioneer Municipal High Income Advantage Fund, Inc.",MAV,6/18/2024,6/28/2024,6/18/2024,0.0325,0.39,6/04/2024
"Pioneer Floating Rate Fund, Inc.",PHD,6/18/2024,6/28/2024,6/18/2024,0.0925,1.11,6/04/2024
Based on Value of 15 Publicly Issued Invetment Grade Long Term Debt Securities,IPB,6/18/2024,6/20/2024,6/18/2024,0.756475,1.513,N/A
Hewlett Packard Enterprise Company Common Stock,HPE,6/18/2024,7/18/2024,6/19/2024,0.13,0.52,6/04/2024
Vistra Corp. Common Stock,VST,6/18/2024,6/28/2024,6/19/2024,0.2175,0.87,5/02/2024
VICI Properties Inc. Common Stock,VICI,6/18/2024,7/03/2024,6/18/2024,0.415,1.66,6/07/2024
"Invesco High Income 2024 Target Term Fund Common Shares of Beneficial Interest, No par value per share",IHTA,6/18/2024,6/28/2024,6/18/2024,0.033,0.396,5/23/2024
"Pioneer Municipal High Income Opportunities Fund, Inc. Common Stock",MIO,6/18/2024,6/28/2024,6/18/2024,0.05,0.6,6/04/2024
Pennsylvania Warehousing & Safe Dep,PAWH,6/18/2024,6/25/2024,6/18/2024,25.0,100.0,5/28/2024
Baraboo Bancorp Inc,BAOB,6/18/2024,6/18/2024,6/18/2024,0.03,0.12,6/12/2024
Hamlin Bank & Trust Co.,HMLN,6/18/2024,7/01/2024,6/18/2024,6.0,12.0,5/15/2024
"Baker Boyer Bancorp (Walla Walla, Wa)",BBBK,6/18/2024,6/28/2024,6/18/2024,0.5,2.0,6/06/2024
Citizens National Corp.,CZNL,6/18/2024,6/28/2024,6/18/2024,0.24,0.96,5/21/2024
Apollo Bancorp Inc.,APLO,6/18/2024,7/01/2024,6/18/2024,0.56,2.24,N/A
China Foods Ltd. ADR,CHFHY,6/18/2024,7/25/2024,6/18/2024,0.323488,0.647,N/A
"Li Ning Co., Ltd. ADR",LNNGY,6/18/2024,7/15/2024,6/18/2024,0.570218,0.5702,N/A
CITIC Resources Holdings Ltd. ADR,CTJHY,6/18/2024,8/02/2024,6/18/2024,0.589607,0.5896,N/A
Sinopharm Group Co Ltd ADR,SHTDY,6/18/2024,1/01/0001,6/18/2024,0.490992,0.491,N/A
Wuxi AppTec Co. Ltd. ADR,WUXAY,6/18/2024,1/01/0001,6/18/2024,0.104582,0.1046,N/A
Atresmedia Corporacion De Medios De Comunicacion SA ADR,ATVDY,6/18/2024,7/05/2024,6/18/2024,0.185716,0.4959,N/A
D&L Industries Inc ADR,DLNDY,6/18/2024,7/18/2024,6/18/2024,0.058806,0.0588,N/A
