companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"QVC, Inc. 6.250% Senior Secured Notes due 2068",QVCC,2/29/2024,3/15/2024,3/01/2024,0.390625,1.5625,N/A
"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",AFGE,2/29/2024,3/15/2024,3/01/2024,0.28125,1.125,N/A
"Granite Ridge Resources, Inc. Common Stock",GRNT,2/29/2024,3/15/2024,3/01/2024,0.11,0.44,2/15/2024
"QVC, Inc. 6.375% Senior Secured Notes due 2067",QVCD,2/29/2024,3/15/2024,3/01/2024,0.3984375,1.5938,N/A
"Crescent Capital BDC, Inc. 5.00% Notes due 2026",FCRX,2/29/2024,4/01/2024,3/01/2024,0.3125,1.25,N/A
Algonquin Power & Utilities Corp. Corporate Units,AQNU,2/29/2024,3/15/2024,3/01/2024,0.9688,3.8752,1/11/2024
Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,KMPB,2/29/2024,3/15/2024,3/01/2024,0.3672,1.4688,N/A
"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",APOS,2/29/2024,3/15/2024,3/01/2024,0.4765625,1.9062,N/A
Kellanova Common Stock,K,2/29/2024,3/15/2024,3/01/2024,0.56,2.24,2/16/2024
WK Kellogg Co Common Stock,KLG,2/29/2024,3/15/2024,3/01/2024,0.16,0.64,2/08/2024
"F&G Annuities & Life, Inc. 7.950% Senior Notes due 2053",FGN,2/29/2024,3/15/2024,3/01/2024,0.5465625,2.1862,N/A
Dynasil Corp. Of America,DYSL,2/29/2024,3/15/2024,3/01/2024,0.1,0.1,2/15/2024
Connecticut Natural Gas Corp 8% PRF PERPETUAL USD 3.125,CTGSP,2/29/2024,3/29/2024,3/01/2024,0.0625,0.25,1/29/2024
AmTrust Financial Services Inc 6.75% PRF PERPETUAL USD 25 - Ser A,AFSIA,2/29/2024,3/15/2024,3/01/2024,0.421875,1.6875,2/05/2024
AmTrust Financial Services Inc 7.25% PRF PERPETUAL USD 25 - Ser B,AFSIB,2/29/2024,3/15/2024,3/01/2024,0.453125,1.8125,2/05/2024
AmTrust Financial Services Inc 7.625% PRF PERPETUAL USD 25 - Ser C,AFSIC,2/29/2024,3/15/2024,3/01/2024,0.476563,1.9062,2/05/2024
AmTrust Financial Services Inc 7.50% PRF PERPETUAL USD 25 - Ser D,AFSIP,2/29/2024,3/15/2024,3/01/2024,0.46875,1.875,2/05/2024
AmTrust Financial Services Inc 7.75% PRF PERPETUAL USD 25 - Ser E,AFSIM,2/29/2024,3/15/2024,3/01/2024,0.484375,1.9375,2/05/2024
AmTrust Financial Services Inc 6.95% PRF PERPETUAL USD 25 - Ser F,AFSIN,2/29/2024,3/15/2024,3/01/2024,0.434375,1.7375,2/05/2024
First National Bank Alaska,FBAK,2/29/2024,3/15/2024,3/01/2024,3.2,12.8,1/26/2024
Chesapeake Financial Shares Inc,CPKF,2/29/2024,3/15/2024,3/01/2024,0.155,0.62,1/24/2024
AMB Financial Corp.,AMFC,2/29/2024,3/15/2024,3/01/2024,0.06,0.24,1/31/2024
First Real Estate Investment Trust of New Jersey Inc.,FREVS,2/29/2024,3/15/2024,3/01/2024,0.05,0.2,1/25/2024
Southern Bancshares Inc.,SBNC,2/29/2024,3/15/2024,3/01/2024,6.25,25.0,1/16/2024
Southern Bancshares Inc. PRF PERPETUAL USD - Class B 0%,SBNCM,2/29/2024,3/15/2024,3/01/2024,0.22,0.88,1/16/2024
Southern Bancshares Inc. PFS PERPETUAL USD - Class C 0%,SBNCN,2/29/2024,3/15/2024,3/01/2024,0.22,0.88,1/16/2024
"Caribbean Utilities Co., Ltd. - Class A",CUPUF,2/29/2024,3/15/2024,3/01/2024,0.18,0.72,2/05/2024
Engie Brasil Energia S.A. ADR,EGIEY,2/29/2024,1/01/0001,12/29/2023,0.027352,0.562,N/A
Chart Industries,GTLCL,2/29/2024,3/15/2024,3/01/2024,0.84375,3.375,1/11/2024
J.G. Boswell Co,BWEL,2/29/2024,3/11/2024,3/01/2024,5.0,20.0,1/17/2024
