companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
PIMCO Municipal Income Fund Common Stock,PMF,2/09/2024,3/01/2024,2/12/2024,0.042,0.504,2/01/2024
John Hancock Premium Dividend Fund,PDT,2/09/2024,2/29/2024,2/12/2024,0.0825,0.99,2/01/2024
Virtus Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,EDF,2/09/2024,2/28/2024,2/12/2024,0.06,0.72,11/16/2023
"PCM Fund, Inc. Common Stock",PCM,2/09/2024,3/01/2024,2/12/2024,0.08,0.96,2/01/2024
"PIMCO Strategic Income Fund, Inc.",RCS,2/09/2024,3/01/2024,2/12/2024,0.051,0.612,2/01/2024
PIMCO California Municipal Income Fund Common Stock,PCQ,2/09/2024,3/01/2024,2/12/2024,0.036,0.432,2/01/2024
PIMCO New York Municipal Income Fund Common Stock,PNF,2/09/2024,3/01/2024,2/12/2024,0.0335,0.402,2/01/2024
Pimco California Municipal Income Fund II Common Shares of Beneficial Interest,PCK,2/09/2024,3/01/2024,2/12/2024,0.0215,0.258,2/01/2024
Pimco Municipal Income Fund II Common Shares of Beneficial Interest,PML,2/09/2024,3/01/2024,2/12/2024,0.0395,0.474,2/01/2024
John Hancock Preferred Income Fund Common Shares of Beneficial Interest,HPI,2/09/2024,2/29/2024,2/12/2024,0.1235,1.482,2/01/2024
PIMCO Municipal Income Fund III Common Shares of Beneficial Interest,PMX,2/09/2024,3/01/2024,2/12/2024,0.033,0.396,2/01/2024
PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,PZC,2/09/2024,3/01/2024,2/12/2024,0.0295,0.354,2/01/2024
PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,PYN,2/09/2024,3/01/2024,2/12/2024,0.0248,0.2976,2/01/2024
Pimco Corporate & Income Opportunity Fund,PTY,2/09/2024,3/01/2024,2/12/2024,0.1188,1.4256,2/01/2024
Virtus Convertible & Income Fund Common Shares of Beneficial Interest,NCV,2/09/2024,2/28/2024,2/12/2024,0.034,0.408,11/16/2023
Pimco High Income Fund,PHK,2/09/2024,3/01/2024,2/12/2024,0.048,0.576,2/01/2024
John Hancock Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,HTD,2/09/2024,2/29/2024,2/12/2024,0.138,1.656,2/01/2024
PIMCO Income Strategy Fund II,PFN,2/09/2024,3/01/2024,2/12/2024,0.0718,0.8616,2/01/2024
"Lazard, Inc. Common Stock",LAZ,2/09/2024,2/23/2024,2/12/2024,0.5,2.0,1/31/2024
Pimco Global StocksPlus & Income Fund Common Shares of Beneficial Interest,PGP,2/09/2024,3/01/2024,2/12/2024,0.069,0.828,2/01/2024
Navios Maritime Partners LP Common Units Representing Limited Partner Interests,NMM,2/09/2024,2/14/2024,2/12/2024,0.05,0.2,2/02/2024
Janus Henderson Group plc Ordinary Shares,JHG,2/09/2024,2/28/2024,2/12/2024,0.39,1.56,1/31/2024
Booz Allen Hamilton Holding Corporation Common Stock,BAH,2/09/2024,3/01/2024,2/12/2024,0.51,2.04,1/26/2024
Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,VGI,2/09/2024,2/28/2024,2/12/2024,0.08,0.96,11/16/2023
PIMCO Dynamic Income Fund Common Stock,PDI,2/09/2024,3/01/2024,2/12/2024,0.2205,2.646,2/01/2024
Virtus Diversified Income & Convertible Fund Common Shares of Beneficial Interest,ACV,2/09/2024,2/28/2024,2/12/2024,0.18,2.16,11/16/2023
Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,CBH,2/09/2024,2/28/2024,2/12/2024,0.046,0.552,11/16/2023
Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,AIO,2/09/2024,2/28/2024,2/12/2024,0.15,1.8,11/16/2023
PIMCO Dynamic Income Opportunities Fund Common Shares of Beneficial Interest,PDO,2/09/2024,3/01/2024,2/12/2024,0.1279,1.5348,2/01/2024
PIMCO Access Income Fund Common Shares of Beneficial Interest,PAXS,2/09/2024,3/01/2024,2/12/2024,0.1494,1.7928,2/01/2024
Siemens AG ADR,SIEGY,2/09/2024,2/20/2024,2/12/2024,1.882288,1.8823,N/A
WVS Financial Corp.,WVFC,2/09/2024,2/22/2024,2/12/2024,0.1,0.4,1/29/2024
"Foresight Financial Group, Inc.",FGFH,2/09/2024,2/16/2024,2/12/2024,0.18,0.64,1/31/2024
Bank of Botetourt Buchanan Va,BORT,2/09/2024,2/16/2024,2/12/2024,0.2,0.8,1/31/2024
Logan Clay Products Co.,LGNC,2/09/2024,2/19/2024,2/12/2024,5.0,5.0,1/26/2024
Pacific Alliance Bank,PFBN,2/09/2024,2/26/2024,2/12/2024,0.1,0.1,1/31/2024
Infinity Bancorp,INFT,2/09/2024,2/26/2024,2/12/2024,0.07,0.07,1/25/2024
