companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
"UBS AG ETRACS Monthly Pay 1.5x Leveraged Closed-End Fund Index ETN due June 10, 2050",CEFD,1/12/2024,1/24/2024,1/16/2024,0.2628,2.6744,N/A
"UBS AG ETRACS Monthly Pay 1.5x Leveraged Mortgage REIT ETN due June 10, 2050",MVRL,1/12/2024,1/24/2024,1/16/2024,0.5719,3.4317,N/A
"ETRACS Alerian Midstream Energy Index ETN due June 21, 2050",AMNA,1/12/2024,1/24/2024,1/16/2024,0.562,2.2365,N/A
"ETRACS Alerian Midstream Energy High Dividend Index ETN due July 19, 2050",AMND,1/12/2024,1/24/2024,1/16/2024,0.6648,2.6939,N/A
"RiverNorth Flexible Municipal Income Fund II, Inc. Common Stock",RFMZ,1/12/2024,1/31/2024,1/16/2024,0.0866,1.0392,1/02/2024
Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,NBXG,1/12/2024,1/31/2024,1/16/2024,0.1,1.2,12/29/2023
"RiverNorth Managed Duration Municipal Income Fund II, Inc. Common Stock",RMMZ,1/12/2024,1/31/2024,1/16/2024,0.0974,1.1688,1/02/2024
"Kish Bancorp, Inc.",KISB,1/12/2024,1/31/2024,1/16/2024,0.37,1.48,1/02/2024
Adaro Energy Indonesia Tbk. PT ADR,ADOOY,1/12/2024,1/29/2024,1/16/2024,0.464293,1.059,N/A
"Ladenburg Thalmann Financial Services, Inc. 8% PRF PERPETUAL USD 25 - Ser A",LTSA,1/12/2024,1/29/2024,1/15/2024,0.1667,2.0,1/02/2024
Solvay,SLVYY,1/12/2024,1/31/2024,1/16/2024,0.087035,0.1741,N/A
