companyName,symbol,dividend_Ex_Date,payment_Date,record_Date,dividend_Rate,indicated_Annual_Dividend,announcement_Date
GCM Grosvenor Inc. Class A Common Stock,GCMG,6/03/2024,6/17/2024,6/03/2024,0.11,0.44,5/06/2024
"HighPeak Energy, Inc. Common Stock",HPK,6/03/2024,6/25/2024,6/03/2024,0.04,0.16,5/08/2024
"HireQuest, Inc. Common Stock (DE)",HQI,6/03/2024,6/17/2024,6/03/2024,0.06,0.24,5/14/2024
International General Insurance Holdings Ltd. Ordinary Share,IGIC,6/03/2024,6/20/2024,6/03/2024,0.025,0.04,5/14/2024
LCNB Corporation Common Stock,LCNB,6/03/2024,6/17/2024,6/03/2024,0.22,0.88,5/20/2024
MidWestOne Financial Gp Common Stock,MOFG,6/03/2024,6/17/2024,6/03/2024,0.2425,0.97,4/25/2024
"NAPCO Security Technologies, Inc. Common Stock",NSSC,6/03/2024,6/24/2024,6/03/2024,0.1,0.4,5/02/2024
"Olympic Steel, Inc. Common Stock",ZEUS,6/03/2024,6/17/2024,6/03/2024,0.15,0.6,5/01/2024
"Patterson-UTI Energy, Inc. Common Stock",PTEN,6/03/2024,6/17/2024,6/03/2024,0.08,0.32,5/01/2024
"Peoples Bancorp of North Carolina, Inc. Common Stock",PEBK,6/03/2024,6/14/2024,6/03/2024,0.19,0.76,5/16/2024
Principal Financial Group Inc Common Stock,PFG,6/03/2024,6/27/2024,6/03/2024,0.71,2.76,4/24/2024
Progress Software Corporation Common Stock (DE),PRGS,6/03/2024,6/17/2024,6/03/2024,0.175,0.7,3/19/2024
"Safety Insurance Group, Inc. Common Stock",SAFT,6/03/2024,6/14/2024,6/03/2024,0.9,3.6,5/08/2024
"Selective Insurance Group, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B",SIGIP,6/03/2024,6/17/2024,6/03/2024,0.2875,1.15,5/01/2024
"Sinclair, Inc. Class A Common Stock",SBGI,6/03/2024,6/17/2024,6/03/2024,0.25,1.0,5/21/2024
"Texas Capital Bancshares, Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B",TCBIO,6/03/2024,6/17/2024,6/03/2024,0.359375,1.4375,4/22/2024
Tradeweb Markets Inc. Class A Common Stock,TW,6/03/2024,6/17/2024,6/03/2024,0.1,0.4,4/25/2024
"UFP Industries, Inc. Common Stock",UFPI,6/03/2024,6/17/2024,6/03/2024,0.33,1.32,4/24/2024
"Universal Logistics Holdings, Inc. Common Stock",ULH,6/03/2024,7/01/2024,6/03/2024,0.105,0.42,4/25/2024
Wendy's Company (The) Common Stock,WEN,6/03/2024,6/17/2024,6/03/2024,0.25,1.0,5/02/2024
Ball Corporation Common Stock,BALL,6/03/2024,6/17/2024,6/03/2024,0.2,0.8,4/24/2024
Regions Financial Corporation Common Stock,RF,6/03/2024,7/01/2024,6/03/2024,0.24,0.96,4/17/2024
Associated Banc-Corp Common Stock,ASB,6/03/2024,6/17/2024,6/03/2024,0.22,0.88,4/30/2024
"Nike, Inc. Common Stock",NKE,6/03/2024,7/01/2024,6/03/2024,0.37,1.48,5/02/2024
"Universal Health Services, Inc. Common Stock",UHS,6/03/2024,6/17/2024,6/03/2024,0.2,0.8,5/15/2024
Stifel Financial Corporation Common Stock,SF,6/03/2024,6/17/2024,6/03/2024,0.42,1.68,5/08/2024
"Expeditors International of Washington, Inc. Common Stock",EXPD,6/03/2024,6/17/2024,6/03/2024,0.73,1.46,5/06/2024
Polaris Inc. Common Stock,PII,6/03/2024,6/17/2024,6/03/2024,0.66,2.64,4/25/2024
ManpowerGroup Common Stock,MAN,6/03/2024,6/14/2024,6/03/2024,1.54,3.08,5/03/2024
BorgWarner Inc. Common Stock,BWA,6/03/2024,6/17/2024,6/03/2024,0.11,0.44,4/24/2024
"Martin Marietta Materials, Inc. Common Stock",MLM,6/03/2024,6/28/2024,6/03/2024,0.74,2.96,5/16/2024
"Miller Industries, Inc. Common Stock",MLR,6/03/2024,6/10/2024,6/03/2024,0.19,0.76,5/08/2024
Realty Income Corporation Common Stock,O,6/03/2024,6/14/2024,6/03/2024,0.2625,3.15,5/17/2024
McKesson Corporation Common Stock,MCK,6/03/2024,7/01/2024,6/03/2024,0.62,2.48,4/24/2024
Lockheed Martin Corporation Common Stock,LMT,6/03/2024,6/28/2024,6/03/2024,3.15,12.6,5/02/2024
"Hartford Financial Services Group, Inc. (The) Common Stock",HIG,6/03/2024,7/02/2024,6/03/2024,0.47,1.88,5/15/2024
Silgan Holdings Inc. Common Stock,SLGN,6/03/2024,6/17/2024,6/03/2024,0.19,0.76,5/07/2024
Orange,ORAN,6/03/2024,6/21/2024,6/03/2024,0.45234,1.8094,5/09/2024
"Group 1 Automotive, Inc. Common Stock",GPI,6/03/2024,6/17/2024,6/03/2024,0.47,1.88,5/09/2024
Westwood Holdings Group Inc Common Stock,WHG,6/03/2024,7/01/2024,6/03/2024,0.15,0.6,5/01/2024
First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,FCT,6/03/2024,6/17/2024,6/03/2024,0.097,1.164,5/20/2024
First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,FAM,6/03/2024,6/17/2024,6/03/2024,0.06,0.72,5/20/2024
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,6/03/2024,6/17/2024,6/03/2024,0.05,0.6,5/15/2024
First Trust Motgage Income Fund Common Shares of Beneficial Interest,FMY,6/03/2024,6/17/2024,6/03/2024,0.0825,0.99,5/20/2024
Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,IGA,6/03/2024,6/17/2024,6/03/2024,0.085,1.02,5/15/2024
Voya Asia Pacific High Dividend Equity Income Fund ING Asia Pacific High Dividend Equity Income Fund Common Shares of Beneficial Interest,IAE,6/03/2024,6/17/2024,6/03/2024,0.065,0.78,5/15/2024
"Voya Infrastructure, Industrials and Materials Fund Common Shares of Beneficial Interest",IDE,6/03/2024,6/17/2024,6/03/2024,0.1,1.2,5/15/2024
First Trust High Income Long Short Fund Common Shares of Beneficial Interest,FSD,6/03/2024,6/17/2024,6/03/2024,0.105,1.26,5/20/2024
Voya Emerging Markets High Income Dividend Equity Fund Common Shares,IHD,6/03/2024,6/17/2024,6/03/2024,0.055,0.66,5/15/2024
"Natural Grocers by Vitamin Cottage, Inc. Common Stock",NGVC,6/03/2024,6/19/2024,6/03/2024,0.1,0.4,5/09/2024
"Berry Global Group, Inc. Common Stock",BERY,6/03/2024,6/17/2024,6/03/2024,0.275,1.1,5/07/2024
"Boise Cascade, L.L.C. Common Stock",BCC,6/03/2024,6/17/2024,6/03/2024,0.2,0.8,5/02/2024
First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest,FPF,6/03/2024,6/17/2024,6/03/2024,0.1375,1.65,5/20/2024
Nicolet Bankshares Inc. Common Stock,NIC,6/03/2024,6/14/2024,6/03/2024,0.28,1.0,5/20/2024
Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),AVAL,6/03/2024,6/11/2024,6/03/2024,0.0106168,0.1274,4/04/2024
"Clearway Energy, Inc. Class C Common Stock",CWEN,6/03/2024,6/17/2024,6/03/2024,0.4102,1.6408,5/09/2024
"Clearway Energy, Inc. Class A Common Stock",CWEN.A,6/03/2024,6/17/2024,6/03/2024,0.4102,1.6408,5/09/2024
"Houlihan Lokey, Inc. Class A Common Stock",HLI,6/03/2024,6/15/2024,6/03/2024,0.57,2.28,5/08/2024
"Avangrid, Inc. Common Stock",AGR,6/03/2024,7/01/2024,6/03/2024,0.44,1.76,4/11/2024
ITT Inc. Common Stock ,ITT,6/03/2024,7/01/2024,6/03/2024,0.319,1.276,5/02/2024
First Trust High Yield Opportunities 2027 Term Fund Common Stock,FTHY,6/03/2024,6/25/2024,6/03/2024,0.13,1.56,5/20/2024
NetSTREIT Corp. Common Stock,NTST,6/03/2024,6/14/2024,6/03/2024,0.205,0.82,4/29/2024
Texas Pacific Land Corporation Common Stock,TPL,6/03/2024,6/17/2024,6/03/2024,1.17,4.68,5/06/2024
CION Investment Corporation Common Stock,CION,6/03/2024,6/17/2024,6/03/2024,0.36,1.44,5/06/2024
Kellanova Common Stock,K,6/03/2024,6/14/2024,6/03/2024,0.56,2.24,4/26/2024
Victory Bancorp Inc,VTYB,6/03/2024,6/14/2024,6/03/2024,0.065,0.26,5/16/2024
CLP Holdings Ltd. ADR,CLPHY,6/03/2024,6/24/2024,6/03/2024,0.072645,0.2906,N/A
PCCW Ltd. ADR,PCCWY,6/03/2024,6/28/2024,6/04/2024,0.344003,0.688,N/A
AMB Financial Corp.,AMFC,6/03/2024,6/17/2024,6/03/2024,0.06,0.24,4/17/2024
"Security Bancorp, Inc.",SCYT,6/03/2024,7/01/2024,6/03/2024,1.0,1.0,5/17/2024
Mauch Chunk Trust Financial Corp,MCHT,6/03/2024,6/28/2024,6/03/2024,0.17,0.34,4/10/2024
Cosco Shipping Holdings Co Ltd ADR,CICOY,6/03/2024,7/15/2024,6/03/2024,0.126045,0.4067,N/A
First Tractor Co ADR,FIRRY,6/03/2024,8/15/2024,6/03/2024,0.350109,0.3501,N/A
Solvay,SLVYY,6/03/2024,6/20/2024,6/04/2024,0.044369,0.0887,N/A
FTAI Aviation Ltd. 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares,FTAIM,6/03/2024,6/14/2024,6/03/2024,0.59375,2.375,4/25/2024
Forvia SE Ord,FURCF,6/03/2024,6/06/2024,6/05/2024,0.5,0.5,N/A
